Date,Open,High,Low,Close,Adj Close,Volume
2020-12-09,1342.400024,1360.599976,1342.400024,1350.300049,1350.300049,5509428500
2020-12-10,1353.400024,1366.800049,1346.500000,1353.400024,1353.400024,5896164000
2020-12-11,1351.800049,1371.000000,1342.599976,1370.699951,1370.699951,5148070700
2020-12-14,1378.199951,1394.599976,1378.199951,1388.599976,1388.599976,4631732400
2020-12-15,1392.699951,1399.900024,1385.199951,1395.400024,1395.400024,5279954200
2020-12-16,1404.300049,1409.800049,1385.000000,1392.500000,1392.500000,5024838600
2020-12-17,1403.099976,1406.099976,1392.500000,1399.400024,1399.400024,4448044900
2020-12-18,1398.300049,1410.300049,1396.000000,1408.300049,1408.300049,4457054800
2020-12-21,1401.699951,1401.699951,1368.599976,1384.400024,1384.400024,5000977600
2020-12-22,1393.599976,1410.800049,1391.699951,1405.000000,1405.000000,4513173800
2020-12-23,1409.199951,1420.800049,1409.199951,1417.699951,1417.699951,5126165100
2020-12-24,1420.199951,1432.300049,1415.400024,1426.000000,1426.000000,5263356100
2020-12-25,null,null,null,null,null,null
2020-12-28,1431.699951,1442.800049,1431.699951,1439.300049,1439.300049,2977132100
2020-12-29,1443.000000,1459.699951,1436.199951,1459.699951,1459.699951,3420867100
2020-12-30,1463.099976,1483.199951,1463.099976,1479.900024,1479.900024,4193081700
2020-12-31,1480.800049,1484.400024,1470.300049,1476.699951,1476.699951,3422723600
2021-01-04,1482.199951,1500.000000,1478.699951,1495.400024,1495.400024,5172334300
2021-01-05,1492.199951,1506.900024,1474.800049,1489.599976,1489.599976,6659180300
2021-01-06,1501.599976,1509.500000,1497.099976,1505.400024,1505.400024,5330873300
2021-01-07,1511.599976,1522.699951,1505.699951,1522.199951,1522.199951,6175892400
2021-01-08,1526.500000,1542.800049,1519.800049,1540.599976,1540.599976,5500828100
2021-01-11,1540.000000,1557.500000,1522.300049,1536.199951,1536.199951,5408869300
2021-01-12,1549.000000,1556.400024,1537.400024,1549.500000,1549.500000,5168557400
2021-01-13,1559.800049,1567.900024,1545.300049,1559.300049,1559.300049,4878475300
2021-01-14,1567.099976,1568.099976,1542.199951,1546.599976,1546.599976,4811686600
2021-01-15,1536.800049,1547.800049,1516.099976,1524.500000,1524.500000,4762625400
2021-01-18,1525.500000,1558.800049,1508.900024,1556.800049,1556.800049,4677723000
2021-01-19,1569.599976,1578.300049,1561.000000,1565.000000,1565.000000,4837702100
2021-01-20,1573.400024,1574.300049,1552.099976,1569.400024,1569.400024,4559421500
2021-01-21,1578.000000,1582.000000,1551.599976,1551.599976,1551.599976,5612415500
2021-01-22,1551.500000,1555.599976,1525.900024,1542.500000,1542.500000,4687438600
2021-01-25,1556.599976,1560.099976,1537.000000,1540.199951,1540.199951,4811784700
2021-01-26,1538.000000,1548.599976,1516.800049,1536.099976,1536.099976,5298756700
2021-01-27,1536.099976,1541.000000,1467.000000,1467.000000,1467.000000,5789300600
2021-01-28,1453.400024,1498.400024,1431.300049,1498.300049,1498.300049,5830526400
2021-01-29,1485.199951,1495.500000,1469.599976,1473.500000,1473.500000,4511590500
2021-02-01,1484.900024,1500.900024,1471.500000,1492.500000,1492.500000,3818595500
2021-02-02,1505.099976,1517.500000,1500.000000,1511.400024,1511.400024,4768154900
2021-02-03,1520.699951,1533.599976,1509.199951,1533.599976,1533.599976,5128373800
2021-02-04,1537.699951,1544.599976,1530.800049,1534.900024,1534.900024,4217777700
2021-02-05,1544.800049,1549.500000,1527.199951,1527.199951,1527.199951,3818195700
2021-02-08,1540.199951,1542.400024,1519.000000,1534.900024,1534.900024,6523204300
2021-02-09,1538.500000,1551.800049,1535.599976,1544.099976,1544.099976,5427787600
2021-02-10,1553.400024,1556.699951,1536.400024,1547.099976,1547.099976,3953837000
2021-02-11,1548.699951,1558.099976,1543.699951,1545.599976,1545.599976,3343474000
2021-02-12,1542.500000,1548.699951,1526.699951,1538.400024,1538.400024,3016910100
2021-02-15,1551.099976,1565.800049,1547.400024,1562.500000,1562.500000,2959156100
2021-02-16,1569.099976,1575.699951,1522.099976,1542.800049,1542.800049,5626114900
2021-02-17,1550.500000,1553.400024,1529.900024,1540.599976,1540.599976,5053711600
2021-02-18,1548.000000,1562.800049,1544.199951,1546.400024,1546.400024,4680451700
2021-02-19,1551.500000,1567.400024,1550.099976,1560.300049,1560.300049,4235697200
2021-02-22,1563.099976,1569.800049,1547.500000,1550.599976,1550.599976,4048658800
2021-02-23,1558.000000,1560.300049,1515.300049,1517.900024,1517.900024,5095610200
2021-02-24,1506.500000,1523.199951,1483.000000,1483.000000,1483.000000,4253745800
2021-02-25,1510.300049,1514.800049,1460.400024,1488.199951,1488.199951,4432962300
2021-02-26,1457.199951,1480.000000,1443.199951,1471.400024,1471.400024,3712196500
2021-03-01,1491.900024,1527.500000,1491.099976,1527.500000,1527.500000,3241634800
2021-03-02,1526.400024,1537.500000,1518.500000,1528.800049,1528.800049,4695222600
2021-03-03,1538.800049,1554.000000,1526.500000,1531.099976,1531.099976,4182945000
2021-03-04,1527.099976,1542.699951,1523.199951,1538.000000,1538.000000,3296335100
2021-03-05,1534.400024,1546.099976,1528.500000,1542.000000,1542.000000,3402004700
2021-03-08,1549.599976,1553.800049,1526.599976,1530.300049,1530.300049,3557388400
2021-03-09,1542.000000,1553.199951,1535.000000,1549.199951,1549.199951,3047242200
2021-03-10,1551.300049,1566.000000,1551.300049,1564.900024,1564.900024,3002423400
2021-03-11,1574.599976,1580.000000,1551.900024,1556.500000,1556.500000,3102707500
2021-03-12,1558.300049,1561.699951,1549.300049,1557.400024,1557.400024,2623930900
2021-03-15,1558.800049,1566.400024,1553.500000,1555.500000,1555.500000,2092203700
2021-03-16,1561.400024,1572.900024,1557.500000,1570.400024,1570.400024,21745900
2021-03-17,1574.800049,1589.500000,1562.099976,1562.099976,1562.099976,28549100
2021-03-18,1567.800049,1574.599976,1548.199951,1550.900024,1550.900024,3571672900
2021-03-19,1548.500000,1553.900024,1511.300049,1529.000000,1529.000000,3191601500
2021-03-22,1492.000000,1492.000000,1378.599976,1379.300049,1379.300049,1956226800
2021-03-23,1335.800049,1403.000000,1256.300049,1377.400024,1377.400024,5739708900
2021-03-24,1377.400024,1421.900024,1371.699951,1413.900024,1413.900024,4122592300
2021-03-25,1417.000000,1432.599976,1394.199951,1394.400024,1394.400024,3506861700
2021-03-26,1409.199951,1412.400024,1359.199951,1382.199951,1382.199951,2953052300
2021-03-29,1385.699951,1398.900024,1382.500000,1392.599976,1392.599976,2666302400
2021-03-30,1392.800049,1400.800049,1371.400024,1395.800049,1395.800049,3348091400
2021-03-31,1397.500000,1403.800049,1389.900024,1391.699951,1391.699951,2339048400
2021-04-01,1399.300049,1426.599976,1399.300049,1426.599976,1426.599976,3171634700
2021-04-02,null,null,null,null,null,null
2021-04-05,1429.000000,1443.000000,1428.900024,1442.099976,1442.099976,2562662100
2021-04-06,1442.900024,1445.099976,1419.699951,1420.599976,1420.599976,2647194900
2021-04-07,1420.900024,1422.500000,1402.400024,1417.900024,1417.900024,2778656400
2021-04-08,1422.199951,1430.300049,1415.099976,1416.599976,1416.599976,2096631700
2021-04-09,1413.199951,1415.000000,1373.699951,1393.199951,1393.199951,2874952000
2021-04-12,1393.500000,1398.099976,1374.699951,1375.900024,1375.900024,2304204000
2021-04-13,1380.099976,1386.400024,1352.699951,1378.400024,1378.400024,2863663700
2021-04-14,1380.699951,1409.199951,1380.699951,1409.199951,1409.199951,2625140600
2021-04-15,1409.800049,1418.500000,1398.300049,1407.800049,1407.800049,4190463300
2021-04-16,1405.500000,1412.599976,1400.500000,1408.099976,1408.099976,2315175700
2021-04-19,1409.900024,1416.000000,1377.199951,1377.199951,1377.199951,2490437900
2021-04-20,1376.400024,1385.900024,1357.300049,1365.300049,1365.300049,2563178700
2021-04-21,1363.900024,1365.500000,1308.500000,1330.500000,1330.500000,2306410700
2021-04-22,1320.199951,1345.500000,1309.199951,1345.199951,1345.199951,2092726700
